,input,output,ind_skill,input_EN,output_EN
1887," Die <SoftSkill>Fähigkeit, sowohl selbstständig</SoftSkill> als auch <SoftSkill_C>im Team zu arbeiten</SoftSkill_C>, und selbst <SoftSkill>in kleinen Projekten das Grosse zu sehen</SoftSkill>."," Die <SoftSkill>Fähigkeit, sowohl selbstständig</SoftSkill> als auch <SoftSkill>Fähigkeit, im Team zu arbeiten</SoftSkill>, und selbst <SoftSkill>in kleinen Projekten das Grosse zu sehen</SoftSkill>.","['Fähigkeit, sowohl selbstständig', 'Fähigkeit, im Team zu arbeiten', 'in kleinen Projekten das Grosse zu sehen']"," The <SoftSkill>ability to work both independently</SoftSkill> and <SoftSkill_C>in a team</SoftSkill_C>, and to see the big picture even <SoftSkill>in small projects</SoftSkill>."," The <SoftSkill>ability to work both independently</SoftSkill> and <SoftSkill>ability to work in a team</SoftSkill>, and even <SoftSkill>to see the big picture in small projects</SoftSkill>."
1391, In dieser verantwortungsvollen Position sind Sie als <SoftSkill_C>unternehmerisch denkende</SoftSkill_C> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich., In dieser verantwortungsvollen Position sind Sie als <SoftSkill>unternehmerisch denkende Schlüsselperson</SoftSkill> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich.,"['unternehmerisch denkende Schlüsselperson', 'handelnde Schlüsselperson']"," In this responsible position, as a <SoftSkill_C>entrepreneurial</SoftSkill_C> and <SoftSkill>acting key person</SoftSkill>, you will be responsible for setting up and further developing the production of ebeam lamps.", In this responsible position you will be a <SoftSkill>entrepreneurial key person</SoftSkill> and <SoftSkill>acting key person</SoftSkill> responsible for setting up and further developing the production of ebeam lamps.
1525, •  <SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill_C>Mathematik</SoftSkill_C, <SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill>Freude an Mathematik</SoftSkill>.,"['Freude an Physik', 'Freude an Mathematik']", - <SoftSkill>Enjoyment of physics</SoftSkill> and <SoftSkill_C>Mathematics</SoftSkill_C, <SoftSkill>Enjoyment of Physics</SoftSkill> and <SoftSkill>Enjoyment of Mathematics</SoftSkill>.
438," Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln konsequent dienstleistungsorientiert</SoftSkill>, überzeugen durch <SoftSkill>Fachkompetenz</SoftSkill> und einem <SoftSkill_C>sicheren</SoftSkill_C>, <SoftSkill>kommunikativen Auftreten</SoftSkill>."," Sie <SoftSkill>denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln konsequent dienstleistungsorientiert</SoftSkill>, überzeugen durch <SoftSkill>Fachkompetenz</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>kommunikativen Auftreten</SoftSkill>.","['denken dienstleistungsorientiert', 'handeln konsequent dienstleistungsorientiert', 'Fachkompetenz', 'sicheren Auftreten', 'kommunikativen Auftreten']"," You <SoftSkill_C>think</SoftSkill_C> and <SoftSkill>act consistently in a service-oriented manner</SoftSkill>, convince with <SoftSkill>expertise</SoftSkill> and a <SoftSkill_C>confident</SoftSkill_C>, <SoftSkill>communicative manner</SoftSkill>."," You <SoftSkill>think service-oriented</SoftSkill> and <SoftSkill>act consistently service-oriented</SoftSkill>, convince through <SoftSkill>expertise</SoftSkill> and a <SoftSkill>confident manner</SoftSkill>, <SoftSkill>communicative manner</SoftSkill>."
416,× <SoftSkill_C>Exaktes</SoftSkill_C> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill,× <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill>,"['Exaktes Arbeiten', 'kundenorientiertes Arbeiten']",× <SoftSkill_C>Exact</SoftSkill_C> and <SoftSkill>Customer-oriented work</SoftSkill,× <SoftSkill>Exact work</SoftSkill> and <SoftSkill>Customer-oriented work</SoftSkill>.
353," Wenn Sie es weiter gewohnt sind, <SoftSkill_C>projekt-</SoftSkill_C> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran.","['projektorientiert (c) vorzugehen', 'abschlussorientiert (c) vorzugehen']"," If you are further accustomed to <SoftSkill_C>project</SoftSkill_C> and above all <SoftSkill>conclusion (c) oriented</SoftSkill>, you are already very close."," If you are further accustomed to <SoftSkill>project-oriented (c) approach</SoftSkill> and especially <SoftSkill>conclusion-oriented (c) approach</SoftSkill>, you are already very close."
1433, <SoftSkill>Anspruchsvolle und komplexe Planungsaufgaben</SoftSkill> und der <SoftSkill_C>Umgang mit vernetzten Daten bereiten Ihnen Freude</SoftSkill_C>., <SoftSkill>Anspruchsvolle und komplexe Planungsaufgaben</SoftSkill> und der <SoftSkill>Umgang mit vernetzten Daten bereiten Ihnen Freude</SoftSkill>.,"['Anspruchsvolle und komplexe Planungsaufgaben', 'Umgang mit vernetzten Daten bereiten Ihnen Freude']", <SoftSkill>You enjoy challenging and complex planning tasks</SoftSkill> and the <SoftSkill_C>handling of networked data</SoftSkill_C>., <SoftSkill>You enjoy challenging and complex planning tasks</SoftSkill> and the <SoftSkill>handling of networked data</SoftSkill>.
30,"•  Eine <SoftSkill_C>positive</SoftSkill_C>, <SoftSkill>hilfsbereite Einstellung</SoftSkill> sowie den <SoftSkill>Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln</SoftSkill","Eine <SoftSkill>positive Einstellung</SoftSkill>, <SoftSkill>hilfsbereite Einstellung</SoftSkill> sowie den <SoftSkill>Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln</SoftSkill>.","['positive Einstellung', 'hilfsbereite Einstellung', 'Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln']","- A <SoftSkill_C>positive</SoftSkill_C>, <SoftSkill>helpful attitude</SoftSkill> and the <SoftSkill>will to constantly develop yourself and the company</SoftSkill","A <SoftSkill>positive attitude</SoftSkill>, <SoftSkill>helpful attitude</SoftSkill> and the <SoftSkill>will to constantly develop yourself and the company</SoftSkill>."
1075," Sie
sind <SoftSkill_C>selbstständiges</SoftSkill_C>, <SoftSkill_C>verantwortungsvolles</SoftSkill_C> und <SoftSkill>zielorientiertes Arbeiten gewohnt</SoftSkill> und <SoftSkill>pflegen einen
bewussten Umgang mit den Bedürfnissen und Wünschen der Bewohnerinnen und Bewohner sowie
deren Angehörigen</SoftSkill>."," Sie
sind <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill>, <SoftSkill>verantwortungsvolles Arbeiten gewohnt</SoftSkill> und <SoftSkill>zielorientiertes Arbeiten gewohnt</SoftSkill> und <SoftSkill>pflegen einen
bewussten Umgang mit den Bedürfnissen und Wünschen der Bewohnerinnen und Bewohner sowie
deren Angehörigen</SoftSkill>.","['selbstständiges Arbeiten gewohnt', 'verantwortungsvolles Arbeiten gewohnt', 'zielorientiertes Arbeiten gewohnt']"," You
are used to <SoftSkill_C>working independently</SoftSkill_C>, <SoftSkill_C>responsible</SoftSkill_C> and <SoftSkill>goal-oriented work</SoftSkill> and <SoftSkill>maintain an
conscious approach to the needs and wishes of residents and their relatives</SoftSkill>.
their relatives</SoftSkill>."," You
are used to <SoftSkill>working independently</SoftSkill>, <SoftSkill>working responsibly</SoftSkill> and <SoftSkill>working in a goal-oriented manner</SoftSkill> and <SoftSkill> maintain a
conscious handling of the needs and wishes of the residents and their relatives.
their relatives</SoftSkill>."
1591," eine weiterbildung als werkmeister, techniker oder ähnlich ist erwünscht, aber keine bedingung
sind sie ein <SoftSkill_C>organisationsstarker</SoftSkill_C>, <SoftSkill_C>anpackender</SoftSkill_C> und ...
... <SoftSkill_C>mitdenkender</SoftSkill_C> sowie <SoftSkill>kooperativer fachmann</SoftSkill>?"," eine weiterbildung als werkmeister, techniker oder ähnlich ist erwünscht, aber keine bedingung
sind sie ein <SoftSkill>organisationsstarker fachmann</SoftSkill>, <SoftSkill>anpackender fachmann</SoftSkill> und ...
... <SoftSkill>mitdenkender fachmann</SoftSkill> sowie <SoftSkill>kooperativer fachmann</SoftSkill>?","['organisationsstarker fachmann', 'anpackender fachmann', 'mitdenkender fachmann', 'kooperativer fachmann']"," further training as a foreman, technician or similar is desirable, but not a prerequisite.
are you a <SoftSkill_C>strong organiser</SoftSkill_C>, <SoftSkill_C>tackling</SoftSkill_C> and ...
... <SoftSkill_C>co-thinking</SoftSkill_C> and <SoftSkill>co-operative professional</SoftSkill>?"," further training as a foreman, technician or similar is desirable, but not a prerequisite.
are you a <SoftSkill>strong organisational specialist</SoftSkill>, <SoftSkill>tackling specialist</SoftSkill> and ...
... <SoftSkill>thinking professional</SoftSkill> and <SoftSkill>cooperative professional</SoftSkill>?"
1840," Haben Sie das <SoftSkill>Flair, über Produkte zu informieren</SoftSkill> und diese <SoftSkill_C>zu verkaufen</SoftSkill_C>?"," Haben Sie das <SoftSkill>Flair, über Produkte zu informieren</SoftSkill> und <SoftSkill>das Flair, über Produkte zu verkaufen</SoftSkill>?","['Flair, über Produkte zu informieren', 'das Flair, über Produkte zu verkaufen']", Do you have the <SoftSkill>flair to inform about products</SoftSkill> and to sell them</SoftSkill_C>?, Do you have the <SoftSkill>flair to inform about products</SoftSkill> and <SoftSkill>the flair to sell about products</SoftSkill>?
774," •  Sie sind deutscher Muttersprache und verfügen über eine <SoftSkill_C>stilsichere</SoftSkill_C>, <SoftSkill>schriftliche Ausdrucksweise</SoftSkill"," • Sie sind deutscher Muttersprache und verfügen über eine <SoftSkill>stilsichere Ausdrucksweise</SoftSkill>, <SoftSkill>schriftliche Ausdrucksweise</SoftSkill>","['stilsichere Ausdrucksweise', 'schriftliche Ausdrucksweise']"," - You are a German native speaker and have a <SoftSkill_C>confident</SoftSkill_C>, <SoftSkill>writing style</SoftSkill"," - You are a German native speaker and have <SoftSkill>stylistically confident expression</SoftSkill>, <SoftSkill>written expression</SoftSkill>."
1946," Ihr Pro l
Sie sind eine junge, <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill_C>positiv eingestellte</SoftSkill_C> und <SoftSkill>erfolgsorientierte Ver- kaufspersönlichkeit</SoftSkill> mit einer  <SoftSkill_C>exiblen</SoftSkill_C>, <SoftSkill_C>selbstständigen</SoftSkill_C> und <SoftSkill>disziplinierten Arbeits- weise</SoftSkill>."," Ihr Pro l
Sie sind eine junge, <SoftSkill>dynamische Verkaufspersönlichkeit</SoftSkill>, <SoftSkill>positiv eingestellte Verkaufspersönlichkeit</SoftSkill> und <SoftSkill>erfolgsorientierte Verkaufspersönlichkeit</SoftSkill> mit einer  <SoftSkill>exiblen Arbeitsweise</SoftSkill>, <SoftSkill>selbstständigen Arbeitsweise</SoftSkill> und <SoftSkill>disziplinierten Arbeitsweise</SoftSkill>.","['dynamische Verkaufspersönlichkeit', 'positiv eingestellte Verkaufspersönlichkeit', 'erfolgsorientierte Verkaufspersönlichkeit', 'exiblen Arbeitsweise', 'selbstständigen Arbeitsweise', 'disziplinierten Arbeitsweise']"," Your Pro l
You are a young, <SoftSkill_C>dynamic</SoftSkill_C>, <SoftSkill_C>positive-minded</SoftSkill_C> and <SoftSkill>success-oriented sales personality</SoftSkill> with a <SoftSkill_C>exible</SoftSkill_C>, <SoftSkill_C>self-reliant</SoftSkill_C> and <SoftSkill>disciplined way of working</SoftSkill>."," Your Pro l
You are a young, <SoftSkill>dynamic sales personality</SoftSkill>, <SoftSkill>positive sales personality</SoftSkill> and <SoftSkill>success-oriented sales personality</SoftSkill> with a <SoftSkill>exible way of working</SoftSkill>, <SoftSkill>self-starter</SoftSkill> and <SoftSkill>disciplined</SoftSkill>."
904," Sie <SoftSkill>erkennen Probleme in Routineprozessen</SoftSkill>
und <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill_C>lösungsorientiert</SoftSkill_C> zur
<SoftSkill>kontinuierlichen Verbesserung</SoftSkill>."," Sie <SoftSkill>erkennen Probleme in Routineprozessen</SoftSkill>
und <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln lösungsorientiert</SoftSkill> zur
<SoftSkill>kontinuierlichen Verbesserung</SoftSkill>.","['erkennen Probleme in Routineprozessen', 'handeln strukturiert', 'handeln lösungsorientiert', 'kontinuierlichen Verbesserung']"," They <SoftSkill>identify problems in routine processes</SoftSkill>.
and <SoftSkill>act in a structured</SoftSkill> and <SoftSkill_C>solution-oriented</SoftSkill_C> manner to achieve
<SoftSkill>continuous improvement</SoftSkill>."," You <SoftSkill>identify problems in routine processes</SoftSkill>.
and <SoftSkill>act in a structured manner</SoftSkill> and <SoftSkill>act in a solution-oriented manner</SoftSkill> for
<SoftSkill>continuous improvement</SoftSkill>."
1526, Sie beantworten <SoftSkill_C>freundlich</SoftSkill_C> und <SoftSkill>zuvorkommend Kundenfragen</SoftSkill> und leiten komplexe Anfragen an die zuständigen Fachstellen weiter., Sie beantworten <SoftSkill>freundlich Kundenfragen</SoftSkill> und <SoftSkill>zuvorkommend Kundenfragen</SoftSkill> und leiten komplexe Anfragen an die zuständigen Fachstellen weiter.,"['freundlich Kundenfragen', 'zuvorkommend Kundenfragen']", You answer <SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>proposing customer questions</SoftSkill> and forward complex enquiries to the relevant specialist departments., You answer <SoftSkill>friendly customer questions</SoftSkill> and <SoftSkill>accommodating customer questions</SoftSkill> and forward complex enquiries to the relevant specialist departments.
1543," eine <SoftSkill_C>analytische</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>konzeptionell arbeitende Persönlichkeit</SoftSkill>?"," eine <SoftSkill>analytische Persönlichkeit</SoftSkill>, <SoftSkill>strukturierte Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell arbeitende Persönlichkeit</SoftSkill>?","['analytische Persönlichkeit', 'strukturierte Persönlichkeit', 'konzeptionell arbeitende Persönlichkeit']"," an <SoftSkill_C>analytical</SoftSkill_C>, <SoftSkill_C>structured</SoftSkill_C> and <SoftSkill>conceptual working personality</SoftSkill>?"," a <SoftSkill>analytical personality</SoftSkill>, <SoftSkill>structured personality</SoftSkill> and <SoftSkill>conceptual working personality</SoftSkill>?"
1067," Sie haben <SoftSkill>Humor</SoftSkill> und sind <SoftSkill>in der Lage, ihre Arbeitsweise kreativ den geforderten Situationen anzupassen</SoftSkill> und zu <SoftSkill_C>reflektieren</SoftSkill_C>."," Sie haben <SoftSkill>Humor</SoftSkill> und sind <SoftSkill>in der Lage, ihre Arbeitsweise kreativ den geforderten Situationen anzupassen</SoftSkill> und <SoftSkill>in der Lage, ihre Arbeitsweise kreativ den geforderten Situationen zu reflektieren</SoftSkill>.","['Humor', 'in der Lage, ihre Arbeitsweise kreativ den geforderten Situationen anzupassen', 'in der Lage, ihre Arbeitsweise kreativ den geforderten Situationen zu reflektieren']", They have <SoftSkill>Humour</SoftSkill> and are <SoftSkill>able to creatively adapt their working methods to the required situations</SoftSkill> and to <SoftSkill_C>reflect</SoftSkill_C>., They have <SoftSkill>Humour</SoftSkill> and are <SoftSkill>able to creatively adapt their working methods to the required situations</SoftSkill> and <SoftSkill>able to creatively reflect their working methods to the required situations</SoftSkill>.
1549," Wir erwarten einen sehr <SoftSkill_C>freundlichen</SoftSkill_C>, <SoftSkill_C>gepflegten</SoftSkill_C> und <SoftSkill>seriösen Umgang mit unseren Gästen</SoftSkill> und einen <SoftSkill>tadellosen Leumund</SoftSkill>."," Wir erwarten einen sehr <SoftSkill>freundlichen Umgang mit unseren Gästen</SoftSkill>, <SoftSkill>gepflegten Umgang mit unseren Gästen</SoftSkill> und <SoftSkill>seriösen Umgang mit unseren Gästen</SoftSkill> und einen <SoftSkill>tadellosen Leumund</SoftSkill>.","['freundlichen Umgang mit unseren Gästen', 'gepflegten Umgang mit unseren Gästen', 'seriösen Umgang mit unseren Gästen', 'tadellosen Leumund']"," We expect a very <SoftSkill_C>friendly</SoftSkill_C>, <SoftSkill_C>well-mannered</SoftSkill_C> and <SoftSkill>serious approach to our guests</SoftSkill> and an <SoftSkill>impeccable reputation</SoftSkill>."," We expect a very <SoftSkill>friendly approach to our guests</SoftSkill>, <SoftSkill>well-mannered approach to our guests</SoftSkill> and <SoftSkill>serious approach to our guests</SoftSkill> and an <SoftSkill>impeccable reputation</SoftSkill>."
44,"<SoftSkill_C>Dienstleistungs-</SoftSkill_C> und <SoftSkill>Patientenorientierung</SoftSkill>
<SoftSkill>Sehr gepflegtes Auftreten</SoftSkill>
<SoftSkill>Hohe Selbständigkeit</SoftSkill> und <SoftSkill>zuverlässig</SoftSkill>
<SoftSkill>Sehr gute Führungsqualitäten</SoftSkill>
<SoftSkill>Gute Kommunikationsfähigkeit</SoftSkill>
<SoftSkill_C>Integrative</SoftSkill_C> und <SoftSkill>empathische Persönlichkeit</SoftSkill","<SoftSkill>Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Patientenorientierung</SoftSkill>
<SoftSkill>Sehr gepflegtes Auftreten</SoftSkill>
<SoftSkill>Hohe Selbständigkeit</SoftSkill> und <SoftSkill>zuverlässig</SoftSkill>
<SoftSkill>Sehr gute Führungsqualitäten</SoftSkill>
<SoftSkill>Gute Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Integrative Persönlichkeit</SoftSkill> und <SoftSkill>empathische Persönlichkeit</SoftSkill>","['Dienstleistungsorientierung', 'Patientenorientierung', 'Sehr gepflegtes Auftreten', 'Hohe Selbständigkeit', 'zuverlässig', 'Sehr gute Führungsqualitäten', 'Gute Kommunikationsfähigkeit', 'Integrative Persönlichkeit', 'empathische Persönlichkeit']","<SoftSkill_C>Service orientation</SoftSkill_C> and <SoftSkill>Patient orientation</SoftSkill>.
<SoftSkill>Very well-groomed appearance</SoftSkill>.
<SoftSkill>Highly independent</SoftSkill> and <SoftSkill>Reliable</SoftSkill>.
<SoftSkill>Very good leadership skills</SoftSkill>.
<SoftSkill>Good communication skills</SoftSkill>.
<SoftSkill_C>Integrative</SoftSkill_C> and <SoftSkill>empathic personality</SoftSkill","<SoftSkill>Service orientation</SoftSkill> and <SoftSkill>Patient orientation</SoftSkill>.
<SoftSkill>Very well-groomed appearance</SoftSkill>.
<SoftSkill>Highly independent</SoftSkill> and <SoftSkill>reliable</SoftSkill>
<SoftSkill>Very good leadership skills</SoftSkill>.
<SoftSkill>Good communication skills</SoftSkill>.
<SoftSkill>Integrative personality</SoftSkill> and <SoftSkill>Empathetic personality</SoftSkill>."
