,input,output
244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>. ->"," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."
245,•  <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>zugängliche Art</SoftSkill> ->,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>
246,Eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich. ->,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.
247,•  <SoftSkill>Freude an exaktem</SoftSkill> und <SoftSkill_C>sauberem Arbeiten</SoftSkill_C> ->,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>
248,<SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>. ->,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.
249," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>. ->"," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill> und<SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>."
250," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill_C>zielgerichtete</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>. ->"," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>."
251," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> ->"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>"
252," Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus. ->"," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus."
253,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handelst du kundenorientiert</SoftSkill>? ->,<SoftSkill>Denkst du kundenorientiert</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?
254,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> mit. ->,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.
255," Eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab. ->"," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab."
256," Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>selbständige Person</SoftSkill> als
Purchase-to-Pay / SAP IM Administrator/in ->",Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.
257," Als <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen. ->"," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen."
258," <SoftSkill_C>Gepflegtes Äusseres</SoftSkill_C> und <SoftSkill>angenehme Umgangsformen</SoftSkill>
Schweizer Domizil ->",<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil
259," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill> ->"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>"
260,•  <SoftSkill_C>Pflicht-</SoftSkill_C> und <SoftSkill>verantwortungsbewusst</SoftSkill> ->,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
261," •  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u
<SoftSkill>nternehmerisch denkend</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>"
262,Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>. ->,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.
263," Sie sind eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>stabile Persönlichkeit</SoftSkill>. ->"," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>."
264,Sie <SoftSkill>handeln lösungs-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C> und nutzen dabei Ihren Gestaltungsspielraum. ->,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.
265,•  <SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill_C>Dialog</SoftSkill_C> ->,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.
266,Gutes Fachwissen sowie <SoftSkill_C>Prozess-</SoftSkill_C> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab. ->,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.
267,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>. ->,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.
268," •  Ihre  Stärken sind  ein  <SoftSkill_C>teamorientiertes</SoftSkill_C>,  <SoftSkill>kommunikatives  Auftreten</SoftSkill>  sowie ihre
<SoftSkill>selbständige Arbeitsweise</SoftSkill> ->"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>"
269,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill_C>selbständig agierende</SoftSkill_C> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%). ->,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).
270," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill_C>ausgeprägtes logisches</SoftSkill_C>, <SoftSkill_C>mathematisches</SoftSkill_C> und <SoftSkill_C>vernetztes Denk-</SoftSkill_C> und <SoftSkill>Vorstellungsvermögen</SoftSkill>. ->"," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>."
271," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill_C>begeistern</SoftSkill_C> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>. ->"," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern das Gegenüber mit Zusatzleistungen</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>."
272," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>ihre Arbeitsweise ist gewissenhaft</SoftSkill> und <SoftSkill>ihre Arbeitsweise ist genau</SoftSkill>."
273," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill_C>stetig auszubauen</SoftSkill_C>. ->"," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk stetig auszubauen</SoftSkill>."
274," •  <SoftSkill_C>Ausgeprägte Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill> ->"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationsfähigkeiten</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>"
275," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill_C>ehrlich</SoftSkill_C> sowie <SoftSkill_C>transparent</SoftSkill_C>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus. ->"," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren stets ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren stets transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus."
276," Sie <SoftSkill_C>lieben</SoftSkill_C> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>. ->"," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>."
277," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und ihrer <SoftSkill>Fähigkeit, Menschen zu motivieren</SoftSkill>."
278,Ausserdem gehören <SoftSkill_C>richtiges Zeit-</SoftSkill_C> und <SoftSkill>Selbstma nagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>. ->,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.
279,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill_C>gemeinsame Entscheide mittragen</SoftSkill_C>. ->,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.
280,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>.
281," •  <SoftSkill_C>Motivierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>lösungsorientierte</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert? ->"," <SoftSkill>Motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert?"
282," •  Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus. ->"," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill>ausgesprochen teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."
283," <SoftSkill_C>Hohe Kunden-</SoftSkill_C>, <SoftSkill_C>Qualitäts-</SoftSkill_C> und <SoftSkill>Serviceorientierung</SoftSkill> ->"," <SoftSkill>Hohe Kundenorientierung</SoftSkill>, <SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>"
284," <SoftSkill_C>Sorgfältiges</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise. ->"," <SoftSkill>sorgfältiges Arbeiten</SoftSkill>, <SoftSkill>genaues Arbeiten</SoftSkill> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise."
285,•  <SoftSkill_C>Hohe Kunden-</SoftSkill_C> und <SoftSkill>Teamorientierung</SoftSkill> ->,<SoftSkill>Hohe Kundenorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill>
286,Sind Sie eine <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>teamorientierte Person</SoftSkill> und zeichnen sich durch <SoftSkill>Strukturiertheit</SoftSkill> und <SoftSkill>organisatorisches Geschick</SoftSkill> aus? ->,Sind Sie eine <SoftSkill>belastbare Person</SoftSkill> und <SoftSkill>teamorientierte Person</SoftSkill> und zeichnen sich durch <SoftSkill>Strukturiertheit</SoftSkill> und <SoftSkill>organisatorisches Geschick</SoftSkill> aus?
287," Abgeschlossene Weiterbildung NDS Intensivpflege
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill> ->","  Abgeschlossene Weiterbildung NDS Intensivpflege
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>"
288," Ihre <SoftSkill>ausgeprägte Eigenmotivation</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill> sowie eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>kundenorientierte Arbeitsweise</SoftSkill> runden Ihr Profil ab. ->","  Ihre <SoftSkill>ausgeprägte Eigenmotivation</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill> sowie eine <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> und <SoftSkill>kundenorientierte Arbeitsweise</SoftSkill> runden Ihr Profil ab."
289," Erfahrung und <SoftSkill>Freude im Umgang mit Handverpackungsarbeiten</SoftSkill>
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>. ->"," Erfahrung und <SoftSkill>Freude im Umgang mit Handverpackungsarbeiten</SoftSkill>
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill>sauberes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>.



"
290," •  Sie <SoftSkill>arbeiten kundenorientiert</SoftSkill>, <SoftSkill_C>organisiert</SoftSkill_C> und <SoftSkill>treten gepfl egt und selbstsicher auf</SoftSkill>. ->"," • Sie <SoftSkill>arbeiten kundenorientiert</SoftSkill>, <SoftSkill>arbeiten organisiert</SoftSkill> und <SoftSkill>treten gepfl egt und selbstsicher auf</SoftSkill>."
291," Wir stellen uns eine <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>konfliktfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>auch in hektischen Zeiten den Überblick bewahrt</SoftSkill>. ->"," Wir stellen uns eine <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>konfliktfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>auch in hektischen Zeiten den Überblick bewahrt</SoftSkill>."
