,Index,input,output,Problem type,valids
,231," Sie sind eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>.",MC,0
,232," Ihre <SoftSkill_C>technischen</SoftSkill_C>, <SoftSkill_C>wirtschaftlichen</SoftSkill_C> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln. ->"," Ihre <SoftSkill>technischen Fähigkeiten</SoftSkill>, <SoftSkill>wirtschaftlichen Fähigkeiten</SoftSkill> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln.",MC,0
,233,•  <SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill_C>Ordnung</SoftSkill_C> ->,<SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.,MWA,0
,234," Sie haben zudem
eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>aufbauende</SoftSkill_C> und <SoftSkill>wertschätzende Haltung</SoftSkill>. ->"," Sie haben zudem eine <SoftSkill>offene Haltung</SoftSkill>, <SoftSkill>aufbauende Haltung</SoftSkill> und <SoftSkill>wertschätzende Haltung</SoftSkill>.",MC,0
,235," •  <SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill_C>kundenorientiertes</SoftSkill_C> und
<SoftSkill>wirtschaftliches Denken</SoftSkill> ->",<SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill>,OWA,0
,236,•  <SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill> ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill>,OWA,0
,237," Zum Beruf gehören auch ein <SoftSkill_C>grosses
</SoftSkill_C><SoftSkill_C>Einfühlungs-</SoftSkill_C> und <SoftSkill>Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln
zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>. ->",Zum Beruf gehören auch ein <SoftSkill>grosses Einfühlungsvermögen</SoftSkill> und <SoftSkill>grosses Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>.,HOWA,0
,238,Dank Ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>. ->,Dank Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>.,OWA,0
,239," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill_C>Mathematik</SoftSkill_C>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill> ->"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Interesse an Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>",MWA,0
,240," Du <SoftSkill_C>denkst</SoftSkill_C> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>. ->"," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>.",OWA,0
,241," Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat. ->"," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat.",MC,0
,242,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke ->,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,MWA,0
,243," Zu Ihren Stärken zählen Ihre <SoftSkill_C>einfühlsame</SoftSkill_C>, <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>. ->"," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>.",MC,0
,244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>. ->"," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>.",OWA,0
,245,•  <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>zugängliche Art</SoftSkill> ->,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,OWA,0
,246,Eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich. ->,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,OWA,0
,247,•  <SoftSkill>Freude an exaktem</SoftSkill> und <SoftSkill_C>sauberem Arbeiten</SoftSkill_C> ->,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,MDC,0
,248,<SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>. ->,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,HOWA,0
,249," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>. ->"," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill> und<SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>.",OWA,0
,250," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill_C>zielgerichtete</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>. ->"," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>.",OWA,0
,251," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> ->"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>",OWA,0
,252," Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus. ->"," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus.",OWA,0
,253,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handelst du kundenorientiert</SoftSkill>? ->,<SoftSkill>Denkst du kundenorientiert</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?,MWA,0
,254,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> mit. ->,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,HOWA,0
,255," Eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab. ->"," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab.",MC,0
,256," Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>selbständige Person</SoftSkill> als
Purchase-to-Pay / SAP IM Administrator/in ->",Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,OWA,0
,257," Als <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen. ->"," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen.",OWA,0
,258," <SoftSkill_C>Gepflegtes Äusseres</SoftSkill_C> und <SoftSkill>angenehme Umgangsformen</SoftSkill>
Schweizer Domizil ->",<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil,NONE,0
,259," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill> ->"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>",HOWA,0
,260,•  <SoftSkill_C>Pflicht-</SoftSkill_C> und <SoftSkill>verantwortungsbewusst</SoftSkill> ->,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>,HOWA,0
,261," •  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u
<SoftSkill>nternehmerisch denkend</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>",OWA,0
,262,Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>. ->,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.,OWA,0
,263," Sie sind eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>stabile Persönlichkeit</SoftSkill>. ->"," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>.",MC,0
,264,Sie <SoftSkill>handeln lösungs-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C> und nutzen dabei Ihren Gestaltungsspielraum. ->,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.,HOWA,0
,265,•  <SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill_C>Dialog</SoftSkill_C> ->,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.,MWA,0
,266,Gutes Fachwissen sowie <SoftSkill_C>Prozess-</SoftSkill_C> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab. ->,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,HOWA,0
,267,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>. ->,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.,OWA,0
,268," •  Ihre  Stärken sind  ein  <SoftSkill_C>teamorientiertes</SoftSkill_C>,  <SoftSkill>kommunikatives  Auftreten</SoftSkill>  sowie ihre
<SoftSkill>selbständige Arbeitsweise</SoftSkill> ->"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>",OWA,0
,269,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill_C>selbständig agierende</SoftSkill_C> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%). ->,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).,OWA,0
,270," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill_C>ausgeprägtes logisches</SoftSkill_C>, <SoftSkill_C>mathematisches</SoftSkill_C> und <SoftSkill_C>vernetztes Denk-</SoftSkill_C> und <SoftSkill>Vorstellungsvermögen</SoftSkill>. ->"," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>.",HMDC,0
,271," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill_C>begeistern</SoftSkill_C> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>. ->"," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern das Gegenüber mit Zusatzleistungen</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>.",MWA,0
,272," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>ihre Arbeitsweise ist gewissenhaft</SoftSkill> und <SoftSkill>ihre Arbeitsweise ist genau</SoftSkill>.",MC,0
,273," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill_C>stetig auszubauen</SoftSkill_C>. ->"," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk stetig auszubauen</SoftSkill>.",MWA,0
,274," •  <SoftSkill_C>Ausgeprägte Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill> ->"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationsfähigkeiten</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>",HMDC,0
,275," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill_C>ehrlich</SoftSkill_C> sowie <SoftSkill_C>transparent</SoftSkill_C>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus. ->"," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren stets ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren stets transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus.",MC,0
,276," Sie <SoftSkill_C>lieben</SoftSkill_C> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>. ->"," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>.",MWA,0
,277," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und ihrer <SoftSkill>Fähigkeit, Menschen zu motivieren</SoftSkill>.",MWA,0
,278,Ausserdem gehören <SoftSkill_C>richtiges Zeit-</SoftSkill_C> und <SoftSkill>Selbstma nagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>. ->,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.,HOWA,0
,279,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill_C>gemeinsame Entscheide mittragen</SoftSkill_C>. ->,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.,OWA,0
