prompt,predicted_text
" Sie <SoftSkill>agieren zielorientiert</SoftSkill>, <SoftSkill_C>überzeugend</SoftSkill_C> und <SoftSkill_C>sympathisch</SoftSkill_C> und sind <SoftSkill>in der Lage, Beziehungen und Netzwerke zu schaffen und erfolgreich zu pflegen</SoftSkill>. ->"," Sie <SoftSkill>agieren zielorientiert</SoftSkill>, <SoftSkill>agieren überzeugend</SoftSkill> und <SoftSkill>agieren sympathisch</SoftSkill> und sind <SoftSkill>in der Lage, Beziehungen und Netzwerke zu schaffen und erfolgreich zu pflegen</SoftSkill>."
" •  Die <SoftSkill>Fähigkeit, verschiedene Dinge gleichzeitig zu tun</SoftSkill> und  <SoftSkill_C>mit dem Druck eines dynamischen Tages umgehen können</SoftSkill_C ->"," • Die <SoftSkill>Fähigkeit, verschiedene Dinge gleichzeitig zu tun</SoftSkill> und <SoftSkill>Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können</SoftSkill>."
" Sie sind eine <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>teamorientier- te Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Flexibilität</SoftSkill>. ->"," Sie sind eine <SoftSkill>dynamische Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>teamorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Flexibilität</SoftSkill>."
 •  <SoftSkill_C>Hilfsbereiter</SoftSkill_C> und <SoftSkill>empathischer Umgang mit unseren BewohnerInnen</SoftSkill ->, <SoftSkill>Hilfsbereiter Umgang mit unseren BewohnerInnen</SoftSkill> und <SoftSkill>empathischer Umgang mit unseren BewohnerInnen</SoftSkill>
" Sie sind <SoftSkill>offen, sich im Projektmanagement</SoftSkill> und in der <SoftSkill_C>Kundenberatung weiter zu entwickeln</SoftSkill_C>. ->"," Sie sind <SoftSkill>offen, sich im Projektmanagement</SoftSkill> und <SoftSkill>offen, sich in der Kundenberatung weiter zu entwickeln</SoftSkill>."
" Ihr Profil:
Sie sind eine <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill>kommunikative Persönlichkeit am Puls der Zeit</SoftSkill> und verfügen über eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill>exakte Arbeitsweise</SoftSkill>. ->"," Ihr Profil: Sie sind eine <SoftSkill>initiative Persönlichkeit am Puls der Zeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit am Puls der Zeit</SoftSkill> und verfügen über eine <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>."
" Sie
sind <SoftSkill_C>selbstständiges</SoftSkill_C>, <SoftSkill_C>verantwortungsvolles</SoftSkill_C> und <SoftSkill>zielorientiertes Arbeiten gewohnt</SoftSkill> und <SoftSkill>pflegen einen
bewussten Umgang mit den Bedürfnissen und Wünschen der Bewohnerinnen und Bewohner sowie
deren Angehörigen</SoftSkill>. ->"," Sie
sind <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill>, <SoftSkill>verantwortungsvolles Arbeiten gewohnt</SoftSkill> und <SoftSkill>zielorientiertes Arbeiten gewohnt</SoftSkill> und <SoftSkill>pflegen einen
bewussten Umgang mit den Bedürfnissen und Wünschen der Bewohnerinnen und Bewohner sowie
deren Angehörigen</SoftSkill>."
" es sich <SoftSkill_C>gewohnt</SoftSkill_C>, <SoftSkill_C>sorgfältig</SoftSkill_C> und <SoftSkill>selbstständig zu arbeiten</SoftSkill>? ->"," Es sich <SoftSkill>gewohnt zu arbeiten</SoftSkill>, <SoftSkill>sorgfältig zu arbeiten</SoftSkill> und <SoftSkill>selbstständig zu arbeiten</SoftSkill>?"
" Für den Bereich Bierherstellung und Labor an den Standorten Chur und Luzern (Schweiz) suchen wir eine <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>prozessorientierte Person</SoftSkill> als
Leiter/in Bierherstellung und Labor ->", Für den Bereich Bierherstellung und Labor an den Standorten Chur und Luzern (Schweiz) suchen wir eine <SoftSkill>verantwortungsbewusste Person</SoftSkill> und <SoftSkill>prozessorientierte Person</SoftSkill> als Leiter/in Bierherstellung und Labor.
 Du musst <SoftSkill_C>zuhören</SoftSkill_C> und <SoftSkill_C>verstehen</SoftSkill_C> – und dich <SoftSkill>individuell auf Menschen einstellen können</SoftSkill>. ->, Du musst <SoftSkill>zuhören können</SoftSkill> und <SoftSkill>verstehen können</SoftSkill> – und dich <SoftSkill>individuell auf Menschen einstellen können</SoftSkill>.
" Zudem
bringen Sie eine <SoftSkill>ausgeprägte Dienstleistungsbereitschaft</SoftSkill>, ein <SoftSkill>Flair für Menschen</SoftSkill> und
<SoftSkill_C>für die digitale Welt</SoftSkill_C> mit. ->"," Zudem bringen Sie eine <SoftSkill>ausgeprägte Dienstleistungsbereitschaft</SoftSkill>, ein <SoftSkill>Flair für Menschen</SoftSkill> und <SoftSkill>Flair für die digitale Welt</SoftSkill> mit."
 •  <SoftSkill_C>Ausgeprägtes analytisches</SoftSkill_C> und <SoftSkill>konzeptionelles Denkvermögen</SoftSkill ->, <SoftSkill>Ausgeprägtes analytisches Denkvermögen</SoftSkill> und <SoftSkill>konzeptionelles Denkvermögen</SoftSkill>
" Bist Du
eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill>praktisch begabte junge Persönlichkeit</SoftSkill>? ->"," Bist Du eine <SoftSkill>aufgestellte junge Persönlichkeit</SoftSkill>, <SoftSkill>praktisch begabte junge Persönlichkeit</SoftSkill>?"
" Wir richten uns an eine Person mit einer <SoftSkill_C>hohen Kunden-</SoftSkill_C> und <SoftSkill>Qualitätsorientierung</SoftSkill>, welche <SoftSkill>Verantwortung in einem dynamischen und spannenden Umfeld übernehmen möchte</SoftSkill>. ->"," Wir richten uns an eine Person mit einer <SoftSkill>hohen Kundenorientierung</SoftSkill> und <SoftSkill>Qualitätsorientierung</SoftSkill>, welche <SoftSkill>Verantwortung in einem dynamischen und spannenden Umfeld übernehmen möchte</SoftSkill>."
 So ticken Sie Sie <SoftSkill>handeln selbständig</SoftSkill> und <SoftSkill_C>unterstützend</SoftSkill_C>. ->, So ticken Sie Sie <SoftSkill>handeln selbständig</SoftSkill> und <SoftSkill>handeln unterstützend</SoftSkill>.
" •  - Sie haben einen <SoftSkill_C>offenen</SoftSkill_C> und <SoftSkill>gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill ->"," • Sie haben einen <SoftSkill>offenen Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill> und <SoftSkill>gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill>"
 •  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse am kreativen Arbeiten</SoftSkill ->, <SoftSkill>Freude am kreativen Arbeiten</SoftSkill> und <SoftSkill>Interesse am kreativen Arbeiten</SoftSkill>
" Sie besitzen Kenntnisse im administrativen Spital- oder Krankenversicherungsbereich, <SoftSkill>schätzen eine abwechslungsreiche Tätigkeit</SoftSkill> und haben ein <SoftSkill_C>kompetentes</SoftSkill_C> und <SoftSkill>freundliches Auftreten</SoftSkill>. ->"," Sie besitzen Kenntnisse im administrativen Spital- oder Krankenversicherungsbereich, <SoftSkill>schätzen eine abwechslungsreiche Tätigkeit</SoftSkill> und haben ein <SoftSkill>kompetentes Auftreten</SoftSkill> und <SoftSkill>freundliches Auftreten</SoftSkill>."
" Du verfügst über <SoftSkill_C>ausserordentliche analytische</SoftSkill_C> und <SoftSkill>nummerische Fähigkeiten</SoftSkill> und weisst wie du Budgets, Kosten und Kennzahlen effizient beeinflussen und steuern kannst. ->"," Du verfügst über <SoftSkill>ausserordentliche analytische Fähigkeiten</SoftSkill> und <SoftSkill>nummerische Fähigkeiten</SoftSkill> und weisst wie du Budgets, Kosten und Kennzahlen effizient beeinflussen und steuern kannst."
 Du hast ein <SoftSkill>großes Interesse am Einzelhandel</SoftSkill> und <SoftSkill_C>Logistik</SoftSkill_C> sowie Erfahrung im <SoftSkill>Arbeiten in einem hektischen Umfeld</SoftSkill>. ->, Du hast ein <SoftSkill>großes Interesse am Einzelhandel</SoftSkill> und <SoftSkill>großes Interesse am Logistik</SoftSkill> sowie Erfahrung im <SoftSkill>Arbeiten in einem hektischen Umfeld</SoftSkill>.
" Sie sind zudem eine <SoftSkill_C>sehr kommunikative</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> sowie <SoftSkill_C>unternehmerisch</SoftSkill_C> und <SoftSkill>zielorientiert denkende Persönlichkeit</SoftSkill> mit <SoftSkill>hohem Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>. ->"," Sie sind zudem eine <SoftSkill>sehr kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> sowie <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> und <SoftSkill>zielorientiert denkende Persönlichkeit</SoftSkill> mit <SoftSkill>hohem Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>."
" Als <SoftSkill_C>engagierter</SoftSkill_C> und <SoftSkill>überzeugter Teamplayer</SoftSkill> bringen Sie eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> mit, die für das <SoftSkill>Arbeiten in einem interdisziplinären Team notwendig</SoftSkill> ist. ->"," Als <SoftSkill>engagierter Teamplayer</SoftSkill> und <SoftSkill>überzeugter Teamplayer</SoftSkill> bringen Sie eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> mit, die für das <SoftSkill>Arbeiten in einem interdisziplinären Team notwendig</SoftSkill> ist."
" <SoftSkill>Interesse an naturwissenschaftlichen Vorgängen</SoftSkill>
<SoftSkill>Experimentierfreude</SoftSkill>
<SoftSkill_C>Kritisches</SoftSkill_C> und <SoftSkill>logisches Denkvermögen</SoftSkill>
<SoftSkill>Gute Beobachtungsgabe</SoftSkill>
<SoftSkill_C>Exaktes</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill ->"," <SoftSkill>Interesse an naturwissenschaftlichen Vorgängen</SoftSkill>
<SoftSkill>Experimentierfreude</SoftSkill>
<SoftSkill>Kritisches Denkvermögen</SoftSkill> und <SoftSkill>logisches Denkvermögen</SoftSkill>
<SoftSkill>Gute Beobachtungsgabe</SoftSkill>
<SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>"
" Wir suchen einen <SoftSkill_C>motivierten</SoftSkill_C>, <SoftSkill>flexiblen Teamplayer</SoftSkill> mit einer <SoftSkill_C>systematischen</SoftSkill_C> und <SoftSkill>initiativen Arbeitsweise</SoftSkill>. ->"," Wir suchen einen <SoftSkill>motivierten Teamplayer</SoftSkill>, <SoftSkill>flexiblen Teamplayer</SoftSkill> mit einer <SoftSkill>systematischen Arbeitsweise</SoftSkill> und <SoftSkill>initiativen Arbeitsweise</SoftSkill>."
 •  eine <SoftSkill_C>gewinnende</SoftSkill_C> und <SoftSkill>gepflegte Persönlichkeit</SoftSkill ->, • eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill> und <SoftSkill>gepflegte Persönlichkeit</SoftSkill>
" Sie sind eine <SoftSkill_C>serviceorientierte</SoftSkill_C>, <SoftSkill_C>kommunikationsstarke</SoftSkill_C> und <SoftSkill>höchst flexible Persönlichkeit</SoftSkill>, die <SoftSkill>kundennahes Arbeiten schätzt</SoftSkill>. ->"," Sie sind eine <SoftSkill>serviceorientierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>höchst flexible Persönlichkeit</SoftSkill>, die <SoftSkill>kundennahes Arbeiten schätzt</SoftSkill>."
" •  Kenntnisse <SoftSkill_C>systemisches</SoftSkill_C>, <SoftSkill_C>ressourcen-</SoftSkill_C> und <SoftSkill>zielorientiertes Arbeiten</SoftSkill ->"," • Kenntnisse <SoftSkill>systemisches Arbeiten</SoftSkill>, <SoftSkill>ressourcenorientiertes Arbeiten</SoftSkill> und <SoftSkill>zielorientiertes Arbeiten</SoftSkill>"
 Sie zeichnen sich aus durch eine <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>proaktive Arbeitsweise</SoftSkill> sowie <SoftSkill_C>ausgeprägte Kommunikations-</SoftSkill_C> und <SoftSkill>Teamfähigkeit</SoftSkill>. ->, Sie zeichnen sich aus durch eine <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>proaktive Arbeitsweise</SoftSkill> sowie <SoftSkill>ausgeprägte Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>Teamfähigkeit</SoftSkill>.
 Sie überzeugen mit Ihrem <SoftSkill_C>Auftreten</SoftSkill_C> sowie Ihrem <SoftSkill>ausgezeichneten Verhandlungsgeschick</SoftSkill>. ->, Sie überzeugen mit Ihrem <SoftSkill>Auftreten</SoftSkill> sowie Ihrem <SoftSkill>ausgezeichneten Verhandlungsgeschick</SoftSkill>.
" Wir erwarten eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>strukturiert arbeitende</SoftSkill_C>, <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>leistungsbereite Persönlichkeit</SoftSkill> mit <SoftSkill>Freude an psychiatrischer Krisen- und Notfallbehandlung</SoftSkill>. ->"," Wir erwarten eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>strukturiert arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill> und <SoftSkill>leistungsbereite Persönlichkeit</SoftSkill> mit <SoftSkill>Freude an psychiatrischer Krisen- und Notfallbehandlung</SoftSkill>."
" •  <SoftSkill_C>Hohe Analyse-</SoftSkill_C>, <SoftSkill_C>Abstraktions-</SoftSkill_C> und <SoftSkill>Synthesefähigkeit</SoftSkill>. ->"," • <SoftSkill>Hohe Analysefähigkeit</SoftSkill>, <SoftSkill>Abstraktionsfähigkeit</SoftSkill> und <SoftSkill>Synthesefähigkeit</SoftSkill>."
" Du solltest ein <SoftSkill>ausgeprägtes logisch-abstraktes Denkvermögen</SoftSkill> haben, eine <SoftSkill_C>exakte Denk-</SoftSkill_C> und <SoftSkill_C>Arbeitsweise</SoftSkill_C> besitzen und solltest dich <SoftSkill>für das Lösen komplexer Aufgaben interessieren</SoftSkill>. ->"," Du solltest ein <SoftSkill>ausgeprägtes logisch-abstraktes Denkvermögen</SoftSkill> haben, eine <SoftSkill>exakte Denkweise</SoftSkill> und <SoftSkill>Arbeitsweise</SoftSkill> besitzen und solltest dich <SoftSkill>für das Lösen komplexer Aufgaben interessieren</SoftSkill>."
 Sie haben <SoftSkill>Freude an der telefonischen Kundenberatung</SoftSkill> in Deutscher Sprache sowie ein <SoftSkill>Flair für technische Themen</SoftSkill> und <SoftSkill_C>Kundenanliegen</SoftSkill_C>. ->, Sie haben <SoftSkill>Freude an der telefonischen Kundenberatung</SoftSkill> in Deutscher Sprache sowie ein <SoftSkill>Flair für technische Themen</SoftSkill> und <SoftSkill>Flair für Kundenanliegen</SoftSkill>.
" In unserer täglichen Arbeit legen wir grossen Wert darauf, <SoftSkill_C>wertschätzend</SoftSkill_C> und <SoftSkill>respektvoll miteinader zu kommunizieren</SoftSkill> und <SoftSkill>konstruktiv im Interesse einer hohen Patientenorientierung zusammen zu arbeiten</SoftSkill>. ->"," In unserer täglichen Arbeit legen wir grossen Wert darauf, <SoftSkill>wertschätzend miteinader zu kommunizieren</SoftSkill> und <SoftSkill>respektvoll miteinader zu kommunizieren</SoftSkill> und <SoftSkill>konstruktiv im Interesse einer hohen Patientenorientierung zusammen zu arbeiten</SoftSkill>."
 •  <SoftSkill>Flexibel im Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C ->, <SoftSkill>Flexibel im Denken</SoftSkill> und <SoftSkill>flexibel im Handeln</SoftSkill>.
 Du verfügst über <SoftSkill_C>Verhandlungs-</SoftSkill_C> und <SoftSkill>Abschlussstärke</SoftSkill>. ->, Du verfügst über <SoftSkill>Verhandlungsstärke</SoftSkill> und <SoftSkill>Abschlussstärke</SoftSkill>.
" Diese Stelle eignet sich für Personen, die es lieben, <SoftSkill_C>eigenständig</SoftSkill_C> und <SoftSkill>zeitnahe Entscheidungen zu treffen</SoftSkill>. ->"," Diese Stelle eignet sich für Personen, die es lieben, <SoftSkill>eigenständig Entscheidungen zu treffen</SoftSkill> und <SoftSkill>zeitnahe Entscheidungen zu treffen</SoftSkill>."
" Sie <SoftSkill>legen Wert auf eine kompetente</SoftSkill>, <SoftSkill_C>zuvorkommende</SoftSkill_C> und <SoftSkill>individuelle Behandlung unserer Gäste</SoftSkill> und <SoftSkill>arbeiten gerne selbstständig</SoftSkill>. ->"," Sie <SoftSkill>legen Wert auf eine kompetente Behandlung</SoftSkill>, <SoftSkill>legen Wert auf eine zuvorkommende Behandlung</SoftSkill> und <SoftSkill>legen Wert auf eine individuelle Behandlung unserer Gäste</SoftSkill> und <SoftSkill>arbeiten gerne selbstständig</SoftSkill>."
 Unser Service Desk Team sucht per sofort oder nach Vereinbarung eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>aufgeweckte Persönlichkeit</SoftSkill>. ->, Unser Service Desk Team sucht per sofort oder nach Vereinbarung eine <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgeweckte Persönlichkeit</SoftSkill>.
" Nebst Ihrem <SoftSkill>Interesse an juristischen Zusammenhängen</SoftSkill> weisen Sie eine <SoftSkill_C>äusserst kundenfreundliche</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>speditive Arbeitsweise</SoftSkill> vor. ->"," Nebst Ihrem <SoftSkill>Interesse an juristischen Zusammenhängen</SoftSkill> weisen Sie eine <SoftSkill>äusserst kundenfreundliche Arbeitsweise</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>speditive Arbeitsweise</SoftSkill> vor."
 Zudem <SoftSkill>arbeiten Sie eigenständig</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->, Zudem <SoftSkill>arbeiten Sie eigenständig</SoftSkill> und <SoftSkill>arbeiten Sie effizient</SoftSkill>.
 •  <SoftSkill>Freude am Unterrichten</SoftSkill> und an der <SoftSkill_C>Persönlichkeitsbildung der Jugendlichen</SoftSkill_C ->, <SoftSkill>Freude am Unterrichten</SoftSkill> und <SoftSkill>Freude am Persönlichkeitsbildung der Jugendlichen</SoftSkill>.
" <SoftSkill_C>viel Sport-</SoftSkill_C> und <SoftSkill>Teamgeist</SoftSkill>, um auf dem Rennplatz Hand in Hand mit verschiedenen Kollegen zusammenzuarbeiten? ->"," <SoftSkill>viel Sportgeist</SoftSkill> und <SoftSkill>Teamgeist</SoftSkill>, um auf dem Rennplatz Hand in Hand mit verschiedenen Kollegen zusammenzuarbeiten?"
 Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> und <SoftSkill_C>authentisch</SoftSkill_C> und haben ein <SoftSkill>sicheres Gespür für die Bedürfnisse und Erwartungen des Kunden</SoftSkill>. ->, Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> und <SoftSkill>kommunizieren authentisch</SoftSkill> und haben ein <SoftSkill>sicheres Gespür für die Bedürfnisse und Erwartungen des Kunden</SoftSkill>.
" Ihr Arbeitsstil zeichnet sich durch eine <SoftSkill>hohe Selbständigkeit</SoftSkill>, <SoftSkill>organisatorische Stärke</SoftSkill> sowie ein <SoftSkill_C>hohes Qualitäts-</SoftSkill_C> und <SoftSkill>Dienstleistungsverständnis</SoftSkill> aus. ->"," Ihr Arbeitsstil zeichnet sich durch eine <SoftSkill>hohe Selbständigkeit</SoftSkill>, <SoftSkill>organisatorische Stärke</SoftSkill> sowie ein <SoftSkill>hohes Qualitätsverständnis</SoftSkill> und <SoftSkill>Dienstleistungsverständnis</SoftSkill> aus."
" Sie sind <SoftSkill>offen für Neues</SoftSkill>, sind <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>kritikfähig</SoftSkill>, <SoftSkill>belastbar</SoftSkill> und <SoftSkill>lieben die Arbeit mit Kindern</SoftSkill>. ->"," Sie sind <SoftSkill>offen für Neues</SoftSkill>, sind <SoftSkill>teamfähig</SoftSkill> und <SoftSkill>kritikfähig</SoftSkill>, <SoftSkill>belastbar</SoftSkill> und <SoftSkill>lieben die Arbeit mit Kindern</SoftSkill>."
 Im Umgang mit internen und externen Kunden <SoftSkill>treten Sie sicher und kompetent auf</SoftSkill> und <SoftSkill>reagieren auch in hektischen Situationen flexibel</SoftSkill> und <SoftSkill_C>souverän</SoftSkill_C>. ->, Im Umgang mit internen und externen Kunden <SoftSkill>treten Sie sicher und kompetent auf</SoftSkill> und <SoftSkill>reagieren auch in hektischen Situationen flexibel</SoftSkill> und <SoftSkill>reagieren auch in hektischen Situationen souverän</SoftSkill>.
" Ihre <SoftSkill>Arbeitsweise ist strukturiert</SoftSkill>, <SoftSkill_C>analytisch</SoftSkill_C> und <SoftSkill_C>methodisch</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist strukturiert</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist analytisch</SoftSkill> und <SoftSkill>Ihre Arbeitsweise ist methodisch</SoftSkill>."
 •  <SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill_C>Verkaufen</SoftSkill_C ->, <SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill>Flair für das Verkaufen</SoftSkill>.
" Pflegefachfrau/-mann (HF, FH, DNII, AKP), oder vergleichbar
Berufserfahrung im Akutbereich
Sehr gute Deutschkenntnisse (mündlich und schriftlich)
<SoftSkill>Offenheit</SoftSkill>, <SoftSkill>Engagement</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
<SoftSkill_C>Kunden-</SoftSkill_C> und <SoftSkill>teamorientiert</SoftSkill ->"," Pflegefachfrau/-mann (HF, FH, DNII, AKP), oder vergleichbar
Berufserfahrung im Akutbereich
Sehr gute Deutschkenntnisse (mündlich und schriftlich)
<SoftSkill>Offenheit</SoftSkill>, <SoftSkill>Engagement</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
<SoftSkill>Kundenorientiert</SoftSkill> und <SoftSkill>teamorientiert</SoftSkill>"
